booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,,
B02613,9/15/2023,10/11/2023,C0502,Student,Beach,Mobile App,Bank Transfer,Đà Nẵng,1,4320000,3%,Completed,4179000,4.4,TRUE,,
B02614,9/16/2023,11/27/2023,C0729,Corporate,Family,Agent,E-wallet,TP.HCM,2,3112000,9%,Completed,5687000,4.5,TRUE,,
B02615,9/16/2023,11/8/2023,C0845,Young Professional,Family,Mobile App,Card,Đà Nẵng,4,3413000,7%,Completed,12634000,4.2,TRUE,,
B02616,9/16/2023,12/9/2023,C0531,Family,City Break,Website,Cash,Sa Pa,2,2362000,13%,Completed,4116000,4.6,TRUE,,
B02617,9/16/2023,11/14/2023,C0195,Student,Cultural,Agent,Bank Transfer,Đà Nẵng,1,2722000,0%,Completed,2722000,4.6,TRUE,,
B02618,9/17/2023,11/9/2023,C0267,Family,City Break,Agent,Card,Đà Nẵng,1,2546000,17%,Completed,2108000,3.9,TRUE,,
B02619,9/18/2023,11/21/2023,C0907,Corporate,City Break,Mobile App,Cash,Huế,2,1956000,7%,Cancelled,0,,FALSE,,
B02620,9/18/2023,11/5/2023,C0705,Student,Beach,Website,Bank Transfer,Sa Pa,2,3847000,12%,Completed,6759000,4.2,TRUE,,
B02621,9/18/2023,11/20/2023,C0676,Family,Cultural,Website,Card,Hạ Long,4,2576000,10%,Completed,9313000,5,TRUE,,
B02622,9/19/2023,11/25/2023,C0908,Corporate,Cultural,Agent,Bank Transfer,TP.HCM,3,2165000,20%,Cancelled,0,,FALSE,,
B02623,9/19/2023,12/22/2023,C0909,Corporate,Adventure,Website,Card,Phú Quốc,3,5676000,6%,Completed,16005000,4,FALSE,,
B02624,9/19/2023,11/4/2023,C0470,Corporate,Adventure,Website,Card,Hạ Long,4,5601000,10%,Completed,20159000,3.9,TRUE,,
B02625,9/19/2023,10/28/2023,C0657,Corporate,Beach,Website,Card,Phú Quốc,2,4097000,5%,Completed,7749000,4.1,TRUE,,
B02626,9/19/2023,12/13/2023,C0648,Young Professional,Adventure,Mobile App,Cash,Sa Pa,1,5249000,17%,Cancelled,0,,TRUE,,
B02627,9/19/2023,10/14/2023,C0910,Student,Foodie,Website,Bank Transfer,Huế,2,2511000,12%,Completed,4421000,4.1,FALSE,,
B02628,9/20/2023,9/28/2023,C0577,Family,Beach,Agent,Card,Hội An,3,3937000,5%,Completed,11240000,4.1,TRUE,,
B02629,9/20/2023,10/8/2023,C0639,Young Professional,Family,Mobile App,Card,Phú Quốc,1,3368000,14%,Cancelled,0,,TRUE,,
B02630,9/20/2023,11/27/2023,C0379,Young Professional,Cultural,Website,E-wallet,Hội An,2,2709000,15%,Completed,4615000,3.9,TRUE,,
B02631,9/21/2023,11/11/2023,C0562,Student,Beach,Mobile App,Cash,Sa Pa,3,3736000,9%,Completed,10173000,4,TRUE,,
B02632,9/21/2023,11/24/2023,C0635,Family,Beach,Website,Card,Huế,1,3586000,11%,Completed,3188000,4,TRUE,,
B02633,9/22/2023,11/12/2023,C0820,Family,Foodie,Agent,E-wallet,TP.HCM,1,2385000,7%,Completed,2216000,4.7,TRUE,,
B02634,9/22/2023,10/30/2023,C0911,Student,Adventure,Mobile App,Cash,,1,3455000,13%,Completed,3001000,3.9,FALSE,,
B02635,9/23/2023,11/11/2023,C0486,Student,Beach,Agent,E-wallet,Đà Nẵng,1,3963000,12%,Completed,3503000,4.4,TRUE,,
B02636,9/23/2023,10/7/2023,C0206,Family,Adventure,Mobile App,Bank Transfer,Đà Lạt,1,4406000,12%,Cancelled,0,,TRUE,,
B02637,9/23/2023,11/6/2023,C0806,Family,Beach,Website,Bank Transfer,Huế,1,3337000,8%,Completed,3086000,4.2,TRUE,,
B02638,9/23/2023,12/12/2023,C0912,Young Professional,City Break,Website,Cash,Đà Nẵng,2,2644000,12%,Completed,4654000,4.8,FALSE,,
B02639,9/24/2023,11/26/2023,C0536,Family,Foodie,Website,Card,Hội An,1,1931000,11%,Completed,1717000,3.9,TRUE,,
B02640,9/25/2023,9/25/2023,C0321,Family,Family,Website,Card,Hà Nội,1,3279000,2%,Completed,3216000,3.9,TRUE,,
B02641,9/25/2023,11/12/2023,C0913,Young Professional,Beach,Website,Card,Hội An,1,3950000,11%,Cancelled,0,,FALSE,,
B02642,9/28/2023,11/27/2023,C0143,Young Professional,Family,Mobile App,Card,,2,3383000,8%,Completed,6198000,4.5,TRUE,,
B02643,9/28/2023,9/30/2023,C0914,Young Professional,Beach,Mobile App,,Phú Quốc,2,3893000,9%,Completed,7072000,4,FALSE,,
B02644,9/28/2023,11/28/2023,C0915,Family,Beach,Website,Card,Hội An,2,3848000,6%,Completed,7201000,3.8,FALSE,,
B02645,9/29/2023,12/1/2023,C0916,Student,Cultural,Agent,Card,Hà Nội,1,2980000,12%,Completed,2614000,4.3,FALSE,,
B02646,9/30/2023,11/24/2023,C0917,Young Professional,Cultural,Website,Card,,3,2727000,11%,Completed,7270000,4.6,FALSE,,
B02647,9/30/2023,11/19/2023,C0274,Young Professional,Beach,Website,Bank Transfer,TP.HCM,4,3588000,11%,Completed,12812000,4.5,TRUE,,
B02648,10/1/2023,12/31/2023,C0005,,Beach,Website,Card,Sa Pa,2,4013000,15%,Completed,6800000,4.8,TRUE,,
B02649,10/1/2023,11/19/2023,C0918,Family,Beach,Mobile App,,Phú Quốc,1,4400000,7%,Completed,4100000,4,FALSE,,
B02650,10/2/2023,12/26/2023,C0680,Corporate,Beach,Website,Card,Phú Quốc,3,4310000,14%,Cancelled,11071000,4.3,TRUE,,
B02651,10/2/2023,11/24/2023,C0919,Young Professional,Beach,Website,Card,Đà Lạt,3,3305000,15%,Completed,8437000,5,FALSE,,
B02652,10/3/2023,11/20/2023,C0414,Family,Cultural,Mobile App,Bank Transfer,Phú Quốc,1,2412000,11%,Completed,2144000,4.3,TRUE,,
B02653,10/3/2023,11/11/2023,C0551,Student,Adventure,Mobile App,Card,Đà Nẵng,1,5117000,15%,Completed,4351000,3.3,TRUE,,
B02654,10/3/2023,11/9/2023,C0398,Student,Adventure,Agent,Cash,Đà Nẵng,2,5081000,11%,Completed,9061000,3.4,TRUE,,
B02655,10/4/2023,11/17/2023,C0565,Young Professional,Beach,Website,Card,Hội An,3,3780000,9%,Completed,10267000,3.8,TRUE,,
B02656,10/4/2023,11/5/2023,C0920,Young Professional,Beach,Mobile App,Card,Nha Trang,1,4544000,10%,Completed,4077000,4.4,FALSE,,
B02657,10/4/2023,11/19/2023,C0921,Corporate,Cultural,Agent,Card,Đà Lạt,1,2381000,3%,Completed,2302000,4.6,FALSE,,
B02658,10/5/2023,12/31/2023,C0349,Family,Family,Website,Card,TP.HCM,2,3620000,13%,Completed,6329000,4.9,TRUE,,
B02659,10/5/2023,11/15/2023,C0229,Young Professional,Family,Website,Bank Transfer,TP.HCM,1,3261000,9%,Completed,2972000,3.6,TRUE,,
B02660,10/5/2023,11/26/2023,C0631,Student,Beach,Website,Card,Hà Nội,1,4327000,16%,Completed,3650000,3.6,TRUE,,
B02661,10/6/2023,11/25/2023,C0922,Student,Cultural,Agent,Card,Sa Pa,3,2352000,17%,Completed,5881000,4.3,FALSE,,
B02662,10/6/2023,11/23/2023,C0923,Young Professional,City Break,Mobile App,Card,Sa Pa,3,2095000,11%,Completed,5563000,3.8,FALSE,,
B02663,10/6/2023,10/28/2023,C0307,Corporate,Cultural,Website,Cash,Huế,2,2240000,14%,Completed,3855000,4.2,TRUE,,
B02664,10/6/2023,12/28/2023,C0227,Family,Beach,Agent,Card,Nha Trang,3,4606000,10%,Completed,12382000,5,TRUE,,
B02665,10/7/2023,12/2/2023,C0913,Family,Beach,Website,Bank Transfer,Hạ Long,3,4172000,12%,Completed,11019000,4.5,TRUE,,
B02666,10/7/2023,12/18/2023,C0668,Young Professional,Cultural,Website,Card,Hạ Long,1,2955000,12%,Completed,2609000,4.2,TRUE,,
B02667,10/8/2023,11/17/2023,C0924,Student,Beach,Website,Bank Transfer,,5,2994000,16%,Completed,12566000,4.1,FALSE,,
B02668,10/8/2023,10/30/2023,C0925,,Foodie,Mobile App,Card,Phú Quốc,1,2703000,4%,Completed,2597000,4.9,FALSE,,
B02669,10/8/2023,11/28/2023,C0462,Family,Foodie,Agent,Card,,2,3058000,11%,Completed,5446000,4.5,TRUE,,
B02670,10/10/2023,1/2/2024,C0926,Student,Adventure,Agent,E-wallet,Sa Pa,3,4702000,13%,Completed,12338000,4,FALSE,,
B02671,10/10/2023,12/12/2023,C0927,Family,Adventure,Website,Cash,Phú Quốc,2,5635000,7%,Completed,10458000,3.7,FALSE,,
B02672,10/10/2023,12/22/2023,C0928,Young Professional,Cultural,Website,Cash,Phú Quốc,3,2778000,15%,Completed,7044000,4,FALSE,,
B02673,10/10/2023,11/11/2023,C0319,Student,City Break,,Cash,Huế,2,1973000,2%,Completed,3853000,4.3,TRUE,,
B02674,12/10/2023,11/16/2023,C0929,Young Professional,Adventure,Agent,E-wallet,Sa Pa,2,4511000,9%,Completed,8172000,4.2,FALSE,,
B02675,10/12/2023,10/15/2023,C0531,Family,Cultural,Call Center,Card,Sa Pa,4,2309000,15%,Cancelled,0,,TRUE,,
B02676,10/12/2023,11/7/2023,C0142,Young Professional,Cultural,,Card,Đà Nẵng,4,2573000,11%,Completed,9140000,3.7,TRUE,,
B02677,10/13/2023,12/6/2023,C0100,Corporate,Cultural,Agent,,TP.HCM,1,2364000,6%,Completed,2221000,3.9,TRUE,,
B02678,10/13/2023,12/2/2023,C0930,Corporate,Beach,Website,Card,Hà Nội,3,4483000,7%,Completed,12541000,3.8,FALSE,,
B02679,10/13/2023,12/27/2023,C0931,Young Professional,City Break,Mobile App,Card,Hội An,3,1503000,8%,Completed,4133000,3.7,FALSE,,
B02680,10/13/2023,11/19/2023,C0665,Young Professional,Cultural,,Bank Transfer,Phú Quốc,4,2504000,7%,Completed,9311000,4.1,TRUE,,
B02681,10/13/2023,11/22/2023,C0438,Corporate,Beach,Agent,Card,Hội An,1,4202000,12%,Completed,3709000,4.1,TRUE,,
B02682,10/13/2023,10/13/2023,C0932,,City Break,Mobile App,Card,Đà Nẵng,3,2435000,5%,Cancelled,6940000,4.3,FALSE,,
B02683,10/14/2023,11/23/2023,C0933,Student,Cultural,Website,Card,Hạ Long,1,2760000,7%,Completed,2557000,3.9,FALSE,,
B02684,10/14/2023,12/6/2023,C0307,Young Professional,Cultural,Website,Bank Transfer,Đà Lạt,4,2571000,11%,Completed,9188000,4.4,TRUE,,
B02685,10/14/2023,12/13/2023,C0282,Student,Cultural,Website,Card,Hà Nội,2,2835000,13%,Completed,4937000,4.5,TRUE,,
B02686,10/14/2023,11/19/2023,C0164,Young Professional,Family,Mobile App,Card,Phú Quốc,1,3311000,14%,Completed,2831000,5,TRUE,,
B02687,10/15/2023,11/25/2023,C0934,Corporate,Adventure,Website,Cash,Nha Trang,4,5057000,15%,Completed,17200000,4.4,FALSE,,
B02688,10/15/2023,1/6/2024,C0310,Student,Family,Website,Card,Đà Lạt,1,2950000,10%,Completed,2662000,3.9,TRUE,,
B02689,10/16/2023,1/14/2024,C0935,Family,Foodie,Website,E-wallet,Huế,1,2404000,16%,Completed,2014000,4.5,FALSE,,
B02690,10/17/2023,12/31/2023,C0302,,Foodie,Mobile App,Bank Transfer,Đà Lạt,1,2672000,11%,Completed,2387000,3.6,TRUE,,
B02691,10/17/2023,12/14/2023,C0297,Young Professional,Beach,Website,Card,TP.HCM,2,3700000,10%,Completed,6690000,4.4,TRUE,,
B02692,10/18/2023,1/11/2024,C0740,Family,Adventure,Agent,Card,Nha Trang,3,4846000,11%,Completed,12965000,4.8,TRUE,,
B02693,10/18/2023,12/10/2023,C0493,Young Professional,Adventure,Website,,Hạ Long,1,5787000,8%,Completed,5303000,4.5,TRUE,,
B02694,10/18/2023,12/29/2023,C0936,Student,Foodie,Mobile App,Card,Hạ Long,1,2556000,6%,Completed,2413000,4.5,FALSE,,
B02695,10/18/2023,12/17/2023,C0937,Student,Adventure,Website,Bank Transfer,Đà Lạt,1,4930000,12%,Completed,4332000,4.2,FALSE,,
B02696,10/18/2023,11/19/2023,C0823,Young Professional,Adventure,Agent,Bank Transfer,Phú Quốc,1,5112000,11%,Completed,4543000,4.7,TRUE,,
B02697,10/19/2023,11/15/2023,C0938,Corporate,Family,Website,Cash,Đà Nẵng,1,3325000,8%,Completed,3065000,4.3,FALSE,,
B02698,10/19/2023,12/27/2023,C0939,Family,Foodie,Website,Cash,Hội An,3,2218000,16%,Completed,5561000,4.4,FALSE,,
B02699,10/20/2023,11/23/2023,C0940,Young Professional,Family,Mobile App,Bank Transfer,Phú Quốc,1,3295000,11%,Completed,2918000,3.8,FALSE,,
B02700,10/20/2023,12/24/2023,C0660,,Adventure,Agent,Card,TP.HCM,1,5652000,12%,Completed,4968000,3.7,TRUE,,
B02701,10/21/2023,10/21/2023,C0583,Family,Family,Agent,Card,Nha Trang,1,3803000,8%,Completed,3510000,3.8,TRUE,,
B02702,10/21/2023,12/26/2023,C0941,Student,Cultural,Mobile App,Bank Transfer,Đà Lạt,3,2775000,15%,Completed,7110000,4.3,FALSE,,
B02703,10/22/2023,11/19/2023,C0019,Corporate,Beach,Website,Card,Hạ Long,2,3948000,13%,Completed,6894000,3.5,TRUE,,
B02704,10/22/2023,11/28/2023,C0795,Student,Foodie,Mobile App,Bank Transfer,Hà Nội,2,2053000,6%,Completed,3870000,4.2,TRUE,,
B02705,10/23/2023,12/7/2023,C0942,Corporate,Family,Website,Card,Nha Trang,2,3884000,7%,Completed,7202000,3.9,FALSE,,
B02706,10/23/2023,11/21/2023,C0774,Corporate,Beach,Website,Card,Hạ Long,1,3702000,9%,Completed,3375000,4.4,TRUE,,
B02707,10/24/2023,11/17/2023,C0235,Family,Cultural,Website,Bank Transfer,Hà Nội,3,2526000,13%,Completed,6586000,4.2,TRUE,,
B02708,10/25/2023,12/17/2023,C0419,,Beach,Agent,E-wallet,,2,3687000,11%,Completed,6592000,4,TRUE,,
B02709,10/26/2023,12/21/2023,C0639,Corporate,Cultural,Website,Card,Nha Trang,3,3075000,13%,Completed,8052000,4.5,TRUE,,
B02710,10/26/2023,12/1/2023,C0943,Young Professional,Family,Website,Card,Hội An,2,2941000,8%,Completed,5423000,3.8,FALSE,,
B02711,10/26/2023,12/8/2023,C0872,Student,Adventure,Website,Card,Hà Nội,1,4829000,0%,Completed,4829000,4.5,TRUE,,
B02712,10/28/2023,12/26/2023,C0919,Family,Adventure,Website,Card,Đà Nẵng,3,5994000,11%,Completed,15989000,4.4,TRUE,,
B02713,10/28/2023,11/19/2023,C0638,Young Professional,Beach,Mobile App,Bank Transfer,Nha Trang,2,4103000,12%,Completed,7204000,4,TRUE,,
B02714,10/28/2023,1/9/2024,C0944,Student,Beach,Website,Bank Transfer,Đà Lạt,2,3185000,11%,Cancelled,0,,FALSE,,
B02715,10/28/2023,12/26/2023,C0945,Young Professional,Beach,Agent,Card,Hội An,3,4631000,11%,Completed,12424000,4.3,FALSE,,
B02716,10/29/2023,12/4/2023,C0946,Family,Beach,Mobile App,,Sa Pa,1,4013000,12%,Cancelled,0,,FALSE,,
B02717,10/29/2023,12/25/2023,C0947,Young Professional,Cultural,,Cash,TP.HCM,3,2170000,14%,Completed,5628000,4.3,FALSE,,
B02718,10/30/2023,12/10/2023,C0948,Young Professional,Family,Website,Bank Transfer,Phú Quốc,3,3587000,12%,Completed,9508000,4.4,FALSE,,
B02719,10/30/2023,1/11/2024,C0602,Family,Cultural,Mobile App,E-wallet,Hội An,2,2719000,6%,Completed,5087000,3.4,TRUE,,
B02720,10/30/2023,12/13/2023,C0949,Young Professional,Cultural,,Card,Nha Trang,3,3160000,21%,Completed,7477000,4,FALSE,,
B02721,10/31/2023,12/19/2023,C0732,Family,Beach,Website,Bank Transfer,Sa Pa,2,4278000,14%,Completed,7388000,4.2,TRUE,,
B02722,10/31/2023,1/9/2024,C0534,Student,Cultural,Mobile App,Card,Huế,1,2228000,7%,Completed,2078000,4,TRUE,,
B02723,10/31/2023,12/24/2023,C0950,Young Professional,Cultural,Website,Cash,Đà Nẵng,2,2734000,6%,Cancelled,0,,FALSE,,
B02724,11/1/2023,12/24/2023,C0551,Young Professional,Family,Mobile App,E-wallet,Phú Quốc,1,3709000,14%,Completed,3198000,5,TRUE,,
B02725,11/2/2023,12/6/2023,C0916,Student,Family,Website,E-wallet,TP.HCM,2,3448000,12%,Completed,6096000,5,TRUE,,
B02726,11/2/2023,12/12/2023,C0664,Family,Family,Agent,Bank Transfer,Hạ Long,3,3765000,11%,Completed,10042000,4.3,TRUE,,
B02727,11/2/2023,12/2/2023,C0049,Family,Family,Website,Cash,Phú Quốc,1,3700000,11%,Completed,3277000,4.8,TRUE,,
B02728,11/3/2023,1/28/2024,C0951,Family,Beach,Agent,Cash,Sa Pa,2,3786000,0%,Completed,7572000,4.2,FALSE,,
B02729,11/3/2023,12/19/2023,C0662,Corporate,Adventure,Mobile App,E-wallet,Phú Quốc,1,5947000,14%,Completed,5141000,4.7,TRUE,,
B02730,11/4/2023,1/14/2024,C0772,Corporate,Beach,Agent,Card,Huế,1,3600000,3%,Completed,3503000,4,TRUE,,
B02731,11/4/2023,1/6/2024,C0410,Student,Beach,Agent,Card,Hạ Long,2,4251000,11%,Completed,7573000,3.4,TRUE,,
B02732,11/4/2023,11/17/2023,C0622,Family,City Break,Website,Bank Transfer,Phú Quốc,2,2105000,14%,Completed,3613000,3.6,TRUE,,
B02733,11/4/2023,12/30/2023,C0952,Family,Family,Mobile App,E-wallet,TP.HCM,2,3196000,11%,Completed,5683000,3.9,FALSE,,
B02734,11/4/2023,1/9/2024,C0646,Family,Beach,Agent,Card,Đà Nẵng,3,4365000,1%,Completed,12914000,4.3,TRUE,,
B02735,11/6/2023,12/13/2023,C0905,Young Professional,Beach,Mobile App,,Sa Pa,2,4051000,8%,Completed,7475000,4,TRUE,,
B02736,11/6/2023,1/1/2024,C0953,Family,City Break,Website,Card,Hội An,2,1300000,8%,Completed,2392000,4.8,FALSE,,
B02737,11/6/2023,1/1/2024,C0874,Family,Beach,Agent,Card,Hà Nội,4,4015000,11%,Completed,14374000,3.9,TRUE,,
B02738,11/7/2023,12/21/2023,C0954,Young Professional,Cultural,Agent,Cash,Phú Quốc,4,2898000,13%,Completed,10102000,4.1,FALSE,,
B02739,11/7/2023,12/23/2023,C0251,Family,Foodie,Website,Bank Transfer,Đà Nẵng,2,2715000,11%,Cancelled,0,,TRUE,,
B02740,11/7/2023,12/10/2023,C0955,Family,Beach,Website,Card,Đà Nẵng,4,4572000,3%,Completed,17733000,4.9,FALSE,,
B02741,11/7/2023,12/11/2023,C0297,Family,Beach,Website,Card,Huế,1,3795000,13%,Cancelled,0,,TRUE,,
B02742,11/8/2023,1/12/2024,C0759,Student,Adventure,Website,Card,,1,5730000,12%,Completed,5036000,4.7,TRUE,,
B02743,11/8/2023,1/5/2024,C0926,Family,Cultural,Call Center,Card,Đà Lạt,2,2422000,14%,Completed,4185000,3.4,TRUE,,
B02744,11/9/2023,12/9/2023,C0542,Young Professional,Family,Website,E-wallet,Đà Nẵng,3,3550000,15%,Completed,9082000,4.4,TRUE,,
B02745,11/10/2023,1/26/2024,C0956,Student,Beach,Mobile App,Card,Phú Quốc,3,3979000,14%,Completed,10296000,4.8,FALSE,,
B02746,11/11/2023,12/23/2023,C0476,Student,City Break,Agent,E-wallet,Hội An,2,1535000,13%,Completed,2684000,4,TRUE,,
B02747,12/11/2023,1/21/2024,C0957,Family,Cultural,Website,Cash,Đà Nẵng,1,2789000,11%,Cancelled,0,,FALSE,,
B02748,11/13/2023,1/26/2024,C0958,Young Professional,Cultural,Website,Card,Đà Nẵng,1,2658000,10%,Completed,2380000,3.4,FALSE,,
B02749,11/13/2023,2/14/2024,C0744,Family,Beach,Mobile App,Card,Phú Quốc,3,4098000,9%,Completed,11137000,3.4,TRUE,,
B02750,11/14/2023,1/11/2024,C0141,Family,City Break,Mobile App,Card,Nha Trang,1,2348000,16%,Completed,1973000,4.3,TRUE,,
B02751,11/14/2023,12/18/2023,C0959,Young Professional,Beach,Website,Card,Sa Pa,1,4184000,10%,Cancelled,0,,FALSE,,
B02752,11/14/2023,1/3/2024,C0960,Young Professional,City Break,Website,Bank Transfer,Sa Pa,2,2083000,8%,Completed,3813000,4.2,FALSE,,
B02753,11/14/2023,1/30/2024,C0961,Family,Cultural,Website,Card,Sa Pa,1,2444000,3%,Completed,2374000,4.4,FALSE,,
B02754,11/15/2023,1/19/2024,C0962,Family,Adventure,Agent,Card,,2,3654000,5%,Completed,6933000,4.6,FALSE,,
B02755,11/16/2023,1/21/2024,C0963,Family,Foodie,Website,Card,Phú Quốc,5,2525000,11%,Completed,11274000,4.1,FALSE,,
B02756,11/16/2023,12/2/2023,C0718,,Family,Website,Card,Phú Quốc,1,4038000,7%,Cancelled,0,,TRUE,,
B02757,11/16/2023,12/16/2023,C0964,Young Professional,Beach,Website,Card,Phú Quốc,2,4591000,11%,Completed,8196000,4.1,FALSE,,
B02758,11/17/2023,1/28/2024,C0096,Family,Cultural,Mobile App,Bank Transfer,Đà Lạt,2,2281000,13%,Completed,3951000,4.8,TRUE,,
B02759,11/17/2023,1/19/2024,C0381,Young Professional,Beach,Website,Cash,Sa Pa,5,3648000,9%,Completed,16667000,3.9,TRUE,,
B02760,11/17/2023,1/17/2024,C0393,Young Professional,Beach,Website,Card,Đà Lạt,1,3146000,11%,Completed,2789000,5,TRUE,,
B02761,11/18/2023,1/9/2024,C0965,Corporate,Beach,Mobile App,Card,Sa Pa,1,3838000,11%,Completed,3403000,3.6,FALSE,,
B02762,11/18/2023,1/20/2024,C0030,Family,Adventure,Mobile App,Card,Phú Quốc,2,5264000,9%,Completed,9553000,3.8,TRUE,,
B02763,11/18/2023,1/16/2024,C0951,Family,Foodie,Mobile App,Card,Hạ Long,2,2528000,12%,Completed,4445000,4.5,TRUE,,
B02764,11/18/2023,1/24/2024,C0966,Young Professional,Family,Website,Bank Transfer,Sa Pa,2,3148000,16%,Completed,5318000,4.5,FALSE,,
B02765,11/18/2023,12/21/2023,C0967,Family,Beach,Website,Card,TP.HCM,1,3897000,17%,Completed,3246000,4.1,FALSE,,
B02766,11/18/2023,1/10/2024,C0099,Young Professional,Cultural,Mobile App,Card,Phú Quốc,1,2435000,15%,Completed,2066000,4.3,TRUE,,
B02767,11/18/2023,1/2/2024,C0357,Young Professional,Family,Website,Card,Sa Pa,3,3165000,11%,Completed,8455000,4.4,TRUE,,
B02768,11/18/2023,2/21/2024,C0968,Young Professional,Foodie,Mobile App,Bank Transfer,Nha Trang,3,2945000,4%,Completed,8509000,4.5,FALSE,,
B02769,11/19/2023,1/9/2024,C0795,Young Professional,Family,,Bank Transfer,Hạ Long,3,3176000,14%,Completed,8173000,4.6,TRUE,,
B02770,11/19/2023,12/16/2023,C0969,Corporate,Adventure,Website,Bank Transfer,Hà Nội,3,4922000,13%,Completed,12831000,4.5,FALSE,,
B02771,11/19/2023,1/20/2024,C0396,Student,Beach,Website,Card,Phú Quốc,1,4163000,7%,Completed,3854000,4.4,TRUE,,
B02772,11/19/2023,11/23/2023,C0561,Student,Family,Agent,Card,Đà Lạt,3,3023000,10%,Completed,8184000,3.9,TRUE,,
B02773,11/19/2023,12/17/2023,C0255,Student,Cultural,Website,E-wallet,Huế,2,2169000,9%,Completed,3967000,4.6,TRUE,,
B02774,11/21/2023,12/20/2023,C0801,Young Professional,Beach,Call Center,E-wallet,,1,3304000,8%,Completed,3048000,4.1,TRUE,,
B02775,11/22/2023,1/10/2024,C0637,Student,Adventure,Mobile App,,Đà Lạt,1,4488000,13%,Completed,3905000,4.4,TRUE,,
B02776,11/22/2023,1/14/2024,C0864,Family,Foodie,Website,Bank Transfer,Phú Quốc,1,2939000,10%,Completed,2653000,4.3,TRUE,,
B02777,11/23/2023,1/19/2024,C0480,Student,Beach,Mobile App,Card,Đà Nẵng,1,4337000,12%,Completed,3805000,3.8,TRUE,,
B02778,11/23/2023,12/17/2023,C0896,Young Professional,Beach,Website,E-wallet,Phú Quốc,1,4136000,8%,Cancelled,0,,TRUE,,
B02779,11/23/2023,1/4/2024,C0970,Family,Foodie,Website,Cash,Hà Nội,2,2036000,0%,Completed,4072000,3.5,FALSE,,
B02780,11/24/2023,1/28/2024,C0971,Young Professional,Foodie,,Card,Phú Quốc,2,2794000,6%,Completed,5234000,5,FALSE,,
B02781,11/24/2023,12/25/2023,C0774,Family,Cultural,Agent,Bank Transfer,Sa Pa,2,2615000,18%,Completed,4310000,4.1,TRUE,,
B02782,11/24/2023,1/25/2024,C0972,Young Professional,Cultural,Website,Card,Huế,1,2263000,4%,Completed,2178000,5,FALSE,,
B02783,11/24/2023,1/14/2024,C0303,Young Professional,Cultural,Agent,Card,Hạ Long,3,2677000,8%,Completed,7394000,4.1,TRUE,,
B02784,11/24/2023,1/4/2024,C0826,Young Professional,Family,Website,Card,,1,2995000,10%,Completed,2704000,4.7,TRUE,,
B02785,11/25/2023,1/9/2024,C0973,Family,Beach,Website,,,2,3706000,3%,Completed,7175000,4.3,FALSE,,
B02786,11/25/2023,1/22/2024,C0255,Family,Beach,Agent,Card,Phú Quốc,2,4068000,8%,Completed,7481000,4.4,TRUE,,
B02787,11/25/2023,1/14/2024,C0733,Young Professional,Beach,Agent,Bank Transfer,Đà Lạt,2,3179000,11%,Completed,5690000,5,TRUE,,
B02788,11/25/2023,1/13/2024,C0974,Family,Beach,Website,Card,Hội An,1,3885000,12%,Cancelled,0,,FALSE,,
B02789,11/25/2023,1/6/2024,C0473,Corporate,Family,Agent,Card,TP.HCM,4,3075000,12%,Completed,10814000,4.4,TRUE,,
B02790,11/26/2023,1/14/2024,C0083,Corporate,Family,Mobile App,Card,Sa Pa,1,3205000,14%,Completed,2747000,3,TRUE,,
B02791,11/26/2023,1/20/2024,C0207,Family,Cultural,Mobile App,,TP.HCM,2,2261000,8%,Completed,4173000,4.1,TRUE,,
B02792,11/27/2023,1/22/2024,C0232,Young Professional,Family,Website,E-wallet,,3,3272000,5%,Completed,9278000,3.8,TRUE,,
B02793,11/27/2023,2/15/2024,C0148,Young Professional,Beach,Website,E-wallet,Hội An,4,4505000,9%,Completed,16326000,4,TRUE,,
B02794,11/27/2023,2/10/2024,C0924,Student,Cultural,Agent,E-wallet,,2,3030000,10%,Completed,5480000,3.9,TRUE,,
B02795,11/28/2023,11/28/2023,C0624,Student,Adventure,Website,Card,Đà Nẵng,2,5345000,11%,Completed,9510000,4.4,TRUE,,
B02796,11/29/2023,1/19/2024,C0052,Young Professional,Adventure,Website,Cash,Hạ Long,2,5502000,8%,Cancelled,0,,TRUE,,
B02797,11/29/2023,1/16/2024,C0137,Student,Beach,Website,Bank Transfer,Sa Pa,2,3912000,5%,Cancelled,0,,TRUE,,
B02798,11/30/2023,1/27/2024,C0036,Student,Foodie,Website,Card,TP.HCM,2,2360000,9%,Completed,4285000,4.5,TRUE,,
