Mã đặt chỗ,Ngày đặt tour,Ngày đi tour,Mã khách hàng,Nhóm khách hàng,Loại tour,Kênh bán hàng,Kênh thanh toán,Địa điểm,Số lượng người đi,Giá gốc (VND),Giảm giá,Mức độ hoàn thành,Giá cuối cùng,Mức độ hài lòng,Trở lại sử dụng dịch vụ
B02563,8/23/2023,10/30/2023,C0415,Gia đình,City Break,Website,Chuyển khoản,Hạ Long,4,2627000,14%,Hoàn thành,8986000,4.2,Đúng
B02564,8/24/2023,10/1/2023,C0269,Người đi làm,Ăn uống,Website,Chuyển khoản,Phú Quốc,4,2647000,17%,Hoàn thành,8748000,4.3,Đúng
B02565,8/25/2023,9/25/2023,C0033,Gia đình,Văn hóa,Gọi điện tư vấn,Thẻ,Hội An,3,2715000,4%,Hoàn thành,7833000,4.2,Đúng
B02566,8/25/2023,10/22/2023,C0090,Doanh nghiệp,Văn hóa,App điện thoại,Thẻ,Nha Trang,2,3259000,10%,Hoàn thành,5862000,4.2,Đúng
B02567,8/25/2023,12/3/2023,C0891,Người đi làm,City Break,Khác,Chuyển khoản,Hạ Long,3,2457000,13%,Hoàn thành,6414000,4,Sai
B02568,8/26/2023,10/6/2023,C0380,Gia đình,Khám phá,Đại lý,Thẻ,Nha Trang,3,4708000,9%,Hoàn thành,12840000,4.2,Đúng
B02569,8/26/2023,11/19/2023,C0892,Người đi làm,Gia đình,Website,Thẻ,Đà Lạt,3,2863000,10%,Hoàn thành,7753000,3.8,Sai
B02570,8/26/2023,11/11/2023,C0893,Khác,Khám phá,App điện thoại,Chuyển khoản,Đà Nẵng,1,5463000,12%,Hoàn thành,4835000,3.3,Sai
B02571,8/26/2023,10/30/2023,C0894,Người đi làm,Văn hóa,Website,Thẻ,Hạ Long,2,2402000,3%,Hoàn thành,4639000,4.5,Sai
B02572,8/27/2023,10/15/2023,C0895,Học sinh,Văn hóa,Đại lý,Tiền,Nha Trang,4,2973000,12%,Hoàn thành,10518000,4.3,Sai
B02573,8/27/2023,9/30/2023,C0281,Người đi làm,Văn hóa,Đại lý,Tiền,Đà Lạt,3,2584000,6%,Hoàn thành,7329000,3.8,Đúng
B02574,8/27/2023,10/22/2023,C0896,Người đi làm,Ăn uống,Đại lý,Thẻ,Sa Pa,2,2551000,7%,Hủy bỏ,0,,Sai
B02575,8/28/2023,9/19/2023,C0897,Người đi làm,Biển,Website,Thẻ,TP.HCM,1,3393000,15%,Hoàn thành,2900000,3.5,Sai
B02576,8/28/2023,9/15/2023,C0898,Gia đình,Khám phá,Đại lý,Ví điện tử,Sa Pa,1,4907000,14%,Hoàn thành,4238000,3.4,Sai
B02577,8/28/2023,10/4/2023,C0399,Gia đình,Văn hóa,Đại lý,Chuyển khoản,Nha Trang,4,3335000,13%,Hoàn thành,11543000,3.7,Đúng
B02578,8/28/2023,9/9/2023,C0860,Học sinh,Ăn uống,Website,Thẻ,Phú Quốc,2,2626000,11%,Hoàn thành,4663000,4,Đúng
B02579,8/29/2023,10/16/2023,C0207,Học sinh,Gia đình,Website,Chuyển khoản,Đà Nẵng,1,3535000,18%,Hoàn thành,2889000,3.6,Đúng
B02580,8/29/2023,9/24/2023,C0640,Học sinh,Gia đình,App điện thoại,Thẻ,Đà Lạt,1,3042000,14%,Hoàn thành,2611000,4.5,Đúng
B02581,8/30/2023,10/19/2023,C0002,Khác,City Break,Đại lý,Thẻ,Khác,4,2229000,7%,Hoàn thành,8261000,4.3,Đúng
B02582,8/30/2023,9/25/2023,C0847,Doanh nghiệp,City Break,Website,Thẻ,Đà Nẵng,4,2393000,12%,Hoàn thành,8429000,4.2,Đúng
B02583,8/30/2023,9/29/2023,C0113,Gia đình,City Break,Đại lý,Chuyển khoản,Đà Nẵng,2,2495000,15%,Hoàn thành,4252000,4,Đúng
B02584,8/30/2023,11/5/2023,C0124,Người đi làm,Biển,Website,Thẻ,TP.HCM,2,3482000,7%,Hoàn thành,6443000,4.4,Đúng
B02585,8/31/2023,10/14/2023,C0722,Người đi làm,Khám phá,Website,Ví điện tử,Hà Nội,4,4334000,11%,Hoàn thành,15354000,4.2,Đúng
B02586,9/2/2023,10/12/2023,C0899,Người đi làm,Khám phá,Đại lý,Thẻ,Huế,1,4736000,10%,Hoàn thành,4259000,3,Sai
B02587,9/3/2023,9/26/2023,C0900,Gia đình,Văn hóa,Website,Tiền,Nha Trang,1,2806000,14%,Hoàn thành,2402000,3.3,Sai
B02588,9/3/2023,10/17/2023,C0901,Người đi làm,Biển,Website,Tiền,Phú Quốc,1,3723000,11%,Hoàn thành,3297000,4.4,Sai
B02589,9/3/2023,11/10/2023,C0902,Học sinh,Ăn uống,App điện thoại,Thẻ,Hội An,1,1990000,5%,Hoàn thành,1884000,4,Sai
B02590,9/4/2023,10/24/2023,C0559,Người đi làm,Văn hóa,Website,Thẻ,Nha Trang,3,3443000,18%,Hoàn thành,8433000,3.6,Đúng
B02591,9/4/2023,10/25/2023,C0304,Gia đình,City Break,Khác,Thẻ,Đà Nẵng,3,2589000,8%,Hoàn thành,7123000,5,Đúng
B02592,9/5/2023,11/13/2023,C0373,Doanh nghiệp,Gia đình,Đại lý,Thẻ,Hội An,4,2529000,12%,Hủy bỏ,8883000,5,Đúng
B02593,9/6/2023,10/13/2023,C0683,Gia đình,Văn hóa,Đại lý,Thẻ,Hà Nội,1,2499000,11%,Hoàn thành,2236000,4.5,Đúng
B02594,9/8/2023,11/2/2023,C0392,Học sinh,Gia đình,Đại lý,Tiền,TP.HCM,1,3250000,15%,Hoàn thành,2765000,3.7,Đúng
B02595,9/8/2023,11/20/2023,C0535,Người đi làm,Biển,App điện thoại,Thẻ,Sa Pa,1,3833000,6%,Hoàn thành,3610000,4.1,Đúng
B02596,9/8/2023,11/1/2023,C0903,Gia đình,Gia đình,App điện thoại,Thẻ,Nha Trang,2,3533000,11%,Hoàn thành,6274000,3.8,Sai
B02597,9/8/2023,10/3/2023,C0583,Khác,Khám phá,Đại lý,Tiền,Đà Lạt,1,4566000,11%,Hoàn thành,4047000,4.4,Đúng
B02598,9/8/2023,10/26/2023,C0244,Gia đình,Biển,Website,Tiền,Hội An,1,4112000,11%,Hoàn thành,3670000,4.1,Đúng
B02599,9/10/2023,9/18/2023,C0032,Người đi làm,Biển,Website,Thẻ,Hội An,3,4472000,9%,Hủy bỏ,0,,Đúng
B02600,9/10/2023,11/6/2023,C0904,Người đi làm,Văn hóa,Đại lý,Thẻ,TP.HCM,2,2211000,13%,Hoàn thành,3848000,3.5,Sai
B02601,9/10/2023,11/3/2023,C0905,Học sinh,Ăn uống,App điện thoại,Tiền,Phú Quốc,2,2399000,9%,Hoàn thành,4385000,4.6,Sai
B02602,9/11/2023,10/15/2023,C0233,Học sinh,Gia đình,App điện thoại,Chuyển khoản,Hội An,3,2521000,8%,Hoàn thành,6979000,5,Đúng
B02603,9/12/2023,10/18/2023,C0906,Gia đình,Khám phá,Gọi điện tư vấn,Chuyển khoản,Hà Nội,1,4708000,10%,Hoàn thành,4260000,4.4,Sai
B02604,9/12/2023,12/14/2023,C0319,Người đi làm,Văn hóa,App điện thoại,Tiền,Đà Nẵng,1,2858000,9%,Hoàn thành,2597000,3.2,Đúng
B02605,9/13/2023,11/7/2023,C0112,Người đi làm,Biển,Website,Chuyển khoản,Đà Lạt,1,3177000,11%,Hoàn thành,2837000,3.6,Đúng
B02606,9/13/2023,11/4/2023,C0672,Doanh nghiệp,City Break,Website,Thẻ,Phú Quốc,4,2133000,3%,Hoàn thành,8251000,4.2,Đúng
B02607,9/13/2023,10/18/2023,C0123,Gia đình,Gia đình,Đại lý,Phương thức khác,Sa Pa,4,2990000,1%,Hoàn thành,11827000,5,Đúng
B02608,9/14/2023,11/17/2023,C0819,Gia đình,Văn hóa,Đại lý,Chuyển khoản,Nha Trang,1,3248000,18%,Hoàn thành,2678000,4.3,Đúng
B02609,9/14/2023,10/28/2023,C0131,Khác,Biển,Website,Chuyển khoản,Đà Lạt,3,3172000,17%,Hoàn thành,7892000,4.2,Đúng
B02610,9/15/2023,10/31/2023,C0795,Gia đình,Ăn uống,Website,Chuyển khoản,Đà Lạt,4,2390000,0%,Hoàn thành,9540000,4.3,Đúng
B02611,9/15/2023,11/2/2023,C0226,Học sinh,Biển,Website,Chuyển khoản,Nha Trang,3,4174000,16%,Hoàn thành,10469000,5,Đúng
B02612,9/15/2023,11/13/2023,C0797,Doanh nghiệp,Văn hóa,App điện thoại,Chuyển khoản,Hội An,3,2629000,7%,Hoàn thành,7362000,3.9,Đúng
B02613,9/15/2023,10/11/2023,C0502,Học sinh,Biển,App điện thoại,Chuyển khoản,Đà Nẵng,1,4320000,3%,Hoàn thành,4179000,4.4,Đúng
B02614,9/16/2023,11/27/2023,C0729,Doanh nghiệp,Gia đình,Đại lý,Ví điện tử,TP.HCM,2,3112000,9%,Hoàn thành,5687000,4.5,Đúng
B02615,9/16/2023,11/8/2023,C0845,Người đi làm,Gia đình,App điện thoại,Thẻ,Đà Nẵng,4,3413000,7%,Hoàn thành,12634000,4.2,Đúng
B02616,9/16/2023,12/9/2023,C0531,Gia đình,City Break,Website,Tiền,Sa Pa,2,2362000,13%,Hoàn thành,4116000,4.6,Đúng
B02617,9/16/2023,11/14/2023,C0195,Học sinh,Văn hóa,Đại lý,Chuyển khoản,Đà Nẵng,1,2722000,0%,Hoàn thành,2722000,4.6,Đúng
B02618,9/17/2023,11/9/2023,C0267,Gia đình,City Break,Đại lý,Thẻ,Đà Nẵng,1,2546000,17%,Hoàn thành,2108000,3.9,Đúng
B02619,9/18/2023,11/21/2023,C0907,Doanh nghiệp,City Break,App điện thoại,Tiền,Huế,2,1956000,7%,Hủy bỏ,0,,Sai
B02620,9/18/2023,11/5/2023,C0705,Học sinh,Biển,Website,Chuyển khoản,Sa Pa,2,3847000,12%,Hoàn thành,6759000,4.2,Đúng
B02621,9/18/2023,11/20/2023,C0676,Gia đình,Văn hóa,Website,Thẻ,Hạ Long,4,2576000,10%,Hoàn thành,9313000,5,Đúng
B02622,9/19/2023,11/25/2023,C0908,Doanh nghiệp,Văn hóa,Đại lý,Chuyển khoản,TP.HCM,3,2165000,20%,Hủy bỏ,0,,Sai
B02623,9/19/2023,12/22/2023,C0909,Doanh nghiệp,Khám phá,Website,Thẻ,Phú Quốc,3,5676000,6%,Hoàn thành,16005000,4,Sai
B02624,9/19/2023,11/4/2023,C0470,Doanh nghiệp,Khám phá,Website,Thẻ,Hạ Long,4,5601000,10%,Hoàn thành,20159000,3.9,Đúng
B02625,9/19/2023,10/28/2023,C0657,Doanh nghiệp,Biển,Website,Thẻ,Phú Quốc,2,4097000,5%,Hoàn thành,7749000,4.1,Đúng
B02626,9/19/2023,12/13/2023,C0648,Người đi làm,Khám phá,App điện thoại,Tiền,Sa Pa,1,5249000,17%,Hủy bỏ,0,,Đúng
B02627,9/19/2023,10/14/2023,C0910,Học sinh,Ăn uống,Website,Chuyển khoản,Huế,2,2511000,12%,Hoàn thành,4421000,4.1,Sai
B02628,9/20/2023,9/28/2023,C0577,Gia đình,Biển,Đại lý,Thẻ,Hội An,3,3937000,5%,Hoàn thành,11240000,4.1,Đúng
B02629,9/20/2023,10/8/2023,C0639,Người đi làm,Gia đình,App điện thoại,Thẻ,Phú Quốc,1,3368000,14%,Hủy bỏ,0,,Đúng
B02630,9/20/2023,11/27/2023,C0379,Người đi làm,Văn hóa,Website,Ví điện tử,Hội An,2,2709000,15%,Hoàn thành,4615000,3.9,Đúng
B02631,9/21/2023,11/11/2023,C0562,Học sinh,Biển,App điện thoại,Tiền,Sa Pa,3,3736000,9%,Hoàn thành,10173000,4,Đúng
B02632,9/21/2023,11/24/2023,C0635,Gia đình,Biển,Website,Thẻ,Huế,1,3586000,11%,Hoàn thành,3188000,4,Đúng
B02633,9/22/2023,11/12/2023,C0820,Gia đình,Ăn uống,Đại lý,Ví điện tử,TP.HCM,1,2385000,7%,Hoàn thành,2216000,4.7,Đúng
B02634,9/22/2023,10/30/2023,C0911,Học sinh,Khám phá,App điện thoại,Tiền,Khác,1,3455000,13%,Hoàn thành,3001000,3.9,Sai
B02635,9/23/2023,11/11/2023,C0486,Học sinh,Biển,Đại lý,Ví điện tử,Đà Nẵng,1,3963000,12%,Hoàn thành,3503000,4.4,Đúng
B02636,9/23/2023,10/7/2023,C0206,Gia đình,Khám phá,App điện thoại,Chuyển khoản,Đà Lạt,1,4406000,12%,Hủy bỏ,0,,Đúng
B02637,9/23/2023,11/6/2023,C0806,Gia đình,Biển,Website,Chuyển khoản,Huế,1,3337000,8%,Hoàn thành,3086000,4.2,Đúng
B02638,9/23/2023,12/12/2023,C0912,Người đi làm,City Break,Website,Tiền,Đà Nẵng,2,2644000,12%,Hoàn thành,4654000,4.8,Sai
B02639,9/24/2023,11/26/2023,C0536,Gia đình,Ăn uống,Website,Thẻ,Hội An,1,1931000,11%,Hoàn thành,1717000,3.9,Đúng
B02640,9/25/2023,9/25/2023,C0321,Gia đình,Gia đình,Website,Thẻ,Hà Nội,1,3279000,2%,Hoàn thành,3216000,3.9,Đúng
B02641,9/25/2023,11/12/2023,C0913,Người đi làm,Biển,Website,Thẻ,Hội An,1,3950000,11%,Hủy bỏ,0,,Sai
B02642,9/28/2023,11/27/2023,C0143,Người đi làm,Gia đình,App điện thoại,Thẻ,Khác,2,3383000,8%,Hoàn thành,6198000,4.5,Đúng
B02643,9/28/2023,9/30/2023,C0914,Người đi làm,Biển,App điện thoại,Phương thức khác,Phú Quốc,2,3893000,9%,Hoàn thành,7072000,4,Sai
B02644,9/28/2023,11/28/2023,C0915,Gia đình,Biển,Website,Thẻ,Hội An,2,3848000,6%,Hoàn thành,7201000,3.8,Sai
B02645,9/29/2023,12/1/2023,C0916,Học sinh,Văn hóa,Đại lý,Thẻ,Hà Nội,1,2980000,12%,Hoàn thành,2614000,4.3,Sai
B02646,9/30/2023,11/24/2023,C0917,Người đi làm,Văn hóa,Website,Thẻ,Khác,3,2727000,11%,Hoàn thành,7270000,4.6,Sai
B02647,9/30/2023,11/19/2023,C0274,Người đi làm,Biển,Website,Chuyển khoản,TP.HCM,4,3588000,11%,Hoàn thành,12812000,4.5,Đúng
B02648,10/1/2023,12/31/2023,C0005,Khác,Biển,Website,Thẻ,Sa Pa,2,4013000,15%,Hoàn thành,6800000,4.8,Đúng
B02649,10/1/2023,11/19/2023,C0918,Gia đình,Biển,App điện thoại,Phương thức khác,Phú Quốc,1,4400000,7%,Hoàn thành,4100000,4,Sai
B02650,10/2/2023,12/26/2023,C0680,Doanh nghiệp,Biển,Website,Thẻ,Phú Quốc,3,4310000,14%,Hủy bỏ,11071000,4.3,Đúng
B02651,10/2/2023,11/24/2023,C0919,Người đi làm,Biển,Website,Thẻ,Đà Lạt,3,3305000,15%,Hoàn thành,8437000,5,Sai
B02652,10/3/2023,11/20/2023,C0414,Gia đình,Văn hóa,App điện thoại,Chuyển khoản,Phú Quốc,1,2412000,11%,Hoàn thành,2144000,4.3,Đúng
B02653,10/3/2023,11/11/2023,C0551,Học sinh,Khám phá,App điện thoại,Thẻ,Đà Nẵng,1,5117000,15%,Hoàn thành,4351000,3.3,Đúng
B02654,10/3/2023,11/9/2023,C0398,Học sinh,Khám phá,Đại lý,Tiền,Đà Nẵng,2,5081000,11%,Hoàn thành,9061000,3.4,Đúng
B02655,10/4/2023,11/17/2023,C0565,Người đi làm,Biển,Website,Thẻ,Hội An,3,3780000,9%,Hoàn thành,10267000,3.8,Đúng
B02656,10/4/2023,11/5/2023,C0920,Người đi làm,Biển,App điện thoại,Thẻ,Nha Trang,1,4544000,10%,Hoàn thành,4077000,4.4,Sai
B02657,10/4/2023,11/19/2023,C0921,Doanh nghiệp,Văn hóa,Đại lý,Thẻ,Đà Lạt,1,2381000,3%,Hoàn thành,2302000,4.6,Sai
B02658,10/5/2023,12/31/2023,C0349,Gia đình,Gia đình,Website,Thẻ,TP.HCM,2,3620000,13%,Hoàn thành,6329000,4.9,Đúng
B02659,10/5/2023,11/15/2023,C0229,Người đi làm,Gia đình,Website,Chuyển khoản,TP.HCM,1,3261000,9%,Hoàn thành,2972000,3.6,Đúng
B02660,10/5/2023,11/26/2023,C0631,Học sinh,Biển,Website,Thẻ,Hà Nội,1,4327000,16%,Hoàn thành,3650000,3.6,Đúng
B02661,10/6/2023,11/25/2023,C0922,Học sinh,Văn hóa,Đại lý,Thẻ,Sa Pa,3,2352000,17%,Hoàn thành,5881000,4.3,Sai
B02662,10/6/2023,11/23/2023,C0923,Người đi làm,City Break,App điện thoại,Thẻ,Sa Pa,3,2095000,11%,Hoàn thành,5563000,3.8,Sai
B02663,10/6/2023,10/28/2023,C0307,Doanh nghiệp,Văn hóa,Website,Tiền,Huế,2,2240000,14%,Hoàn thành,3855000,4.2,Đúng
B02664,10/6/2023,12/28/2023,C0227,Gia đình,Biển,Đại lý,Thẻ,Nha Trang,3,4606000,10%,Hoàn thành,12382000,5,Đúng
B02665,10/7/2023,12/2/2023,C0913,Gia đình,Biển,Website,Chuyển khoản,Hạ Long,3,4172000,12%,Hoàn thành,11019000,4.5,Đúng
B02666,10/7/2023,12/18/2023,C0668,Người đi làm,Văn hóa,Website,Thẻ,Hạ Long,1,2955000,12%,Hoàn thành,2609000,4.2,Đúng
B02667,10/8/2023,11/17/2023,C0924,Học sinh,Biển,Website,Chuyển khoản,Khác,5,2994000,16%,Hoàn thành,12566000,4.1,Sai
B02668,10/8/2023,10/30/2023,C0925,Khác,Ăn uống,App điện thoại,Thẻ,Phú Quốc,1,2703000,4%,Hoàn thành,2597000,4.9,Sai
B02669,10/8/2023,11/28/2023,C0462,Gia đình,Ăn uống,Đại lý,Thẻ,Khác,2,3058000,11%,Hoàn thành,5446000,4.5,Đúng
B02670,10/10/2023,1/2/2024,C0926,Học sinh,Khám phá,Đại lý,Ví điện tử,Sa Pa,3,4702000,13%,Hoàn thành,12338000,4,Sai
B02671,10/10/2023,12/12/2023,C0927,Gia đình,Khám phá,Website,Tiền,Phú Quốc,2,5635000,7%,Hoàn thành,10458000,3.7,Sai
B02672,10/10/2023,12/22/2023,C0928,Người đi làm,Văn hóa,Website,Tiền,Phú Quốc,3,2778000,15%,Hoàn thành,7044000,4,Sai
B02673,10/10/2023,11/11/2023,C0319,Học sinh,City Break,Khác,Tiền,Huế,2,1973000,2%,Hoàn thành,3853000,4.3,Đúng
B02674,12/10/2023,11/16/2023,C0929,Người đi làm,Khám phá,Đại lý,Ví điện tử,Sa Pa,2,4511000,9%,Hoàn thành,8172000,4.2,Sai
B02675,10/12/2023,10/15/2023,C0531,Gia đình,Văn hóa,Gọi điện tư vấn,Thẻ,Sa Pa,4,2309000,15%,Hủy bỏ,0,,Đúng
B02676,10/12/2023,11/7/2023,C0142,Người đi làm,Văn hóa,Khác,Thẻ,Đà Nẵng,4,2573000,11%,Hoàn thành,9140000,3.7,Đúng
B02677,10/13/2023,12/6/2023,C0100,Doanh nghiệp,Văn hóa,Đại lý,Phương thức khác,TP.HCM,1,2364000,6%,Hoàn thành,2221000,3.9,Đúng
B02678,10/13/2023,12/2/2023,C0930,Doanh nghiệp,Biển,Website,Thẻ,Hà Nội,3,4483000,7%,Hoàn thành,12541000,3.8,Sai
B02679,10/13/2023,12/27/2023,C0931,Người đi làm,City Break,App điện thoại,Thẻ,Hội An,3,1503000,8%,Hoàn thành,4133000,3.7,Sai
B02680,10/13/2023,11/19/2023,C0665,Người đi làm,Văn hóa,Khác,Chuyển khoản,Phú Quốc,4,2504000,7%,Hoàn thành,9311000,4.1,Đúng
B02681,10/13/2023,11/22/2023,C0438,Doanh nghiệp,Biển,Đại lý,Thẻ,Hội An,1,4202000,12%,Hoàn thành,3709000,4.1,Đúng
B02682,10/13/2023,10/13/2023,C0932,Khác,City Break,App điện thoại,Thẻ,Đà Nẵng,3,2435000,5%,Hủy bỏ,6940000,4.3,Sai
B02683,10/14/2023,11/23/2023,C0933,Học sinh,Văn hóa,Website,Thẻ,Hạ Long,1,2760000,7%,Hoàn thành,2557000,3.9,Sai
B02684,10/14/2023,12/6/2023,C0307,Người đi làm,Văn hóa,Website,Chuyển khoản,Đà Lạt,4,2571000,11%,Hoàn thành,9188000,4.4,Đúng
B02685,10/14/2023,12/13/2023,C0282,Học sinh,Văn hóa,Website,Thẻ,Hà Nội,2,2835000,13%,Hoàn thành,4937000,4.5,Đúng
B02686,10/14/2023,11/19/2023,C0164,Người đi làm,Gia đình,App điện thoại,Thẻ,Phú Quốc,1,3311000,14%,Hoàn thành,2831000,5,Đúng
B02687,10/15/2023,11/25/2023,C0934,Doanh nghiệp,Khám phá,Website,Tiền,Nha Trang,4,5057000,15%,Hoàn thành,17200000,4.4,Sai
B02688,10/15/2023,1/6/2024,C0310,Học sinh,Gia đình,Website,Thẻ,Đà Lạt,1,2950000,10%,Hoàn thành,2662000,3.9,Đúng
B02689,10/16/2023,1/14/2024,C0935,Gia đình,Ăn uống,Website,Ví điện tử,Huế,1,2404000,16%,Hoàn thành,2014000,4.5,Sai
B02690,10/17/2023,12/31/2023,C0302,Khác,Ăn uống,App điện thoại,Chuyển khoản,Đà Lạt,1,2672000,11%,Hoàn thành,2387000,3.6,Đúng
B02691,10/17/2023,12/14/2023,C0297,Người đi làm,Biển,Website,Thẻ,TP.HCM,2,3700000,10%,Hoàn thành,6690000,4.4,Đúng
B02692,10/18/2023,1/11/2024,C0740,Gia đình,Khám phá,Đại lý,Thẻ,Nha Trang,3,4846000,11%,Hoàn thành,12965000,4.8,Đúng
B02693,10/18/2023,12/10/2023,C0493,Người đi làm,Khám phá,Website,Phương thức khác,Hạ Long,1,5787000,8%,Hoàn thành,5303000,4.5,Đúng
B02694,10/18/2023,12/29/2023,C0936,Học sinh,Ăn uống,App điện thoại,Thẻ,Hạ Long,1,2556000,6%,Hoàn thành,2413000,4.5,Sai
B02695,10/18/2023,12/17/2023,C0937,Học sinh,Khám phá,Website,Chuyển khoản,Đà Lạt,1,4930000,12%,Hoàn thành,4332000,4.2,Sai
B02696,10/18/2023,11/19/2023,C0823,Người đi làm,Khám phá,Đại lý,Chuyển khoản,Phú Quốc,1,5112000,11%,Hoàn thành,4543000,4.7,Đúng
B02697,10/19/2023,11/15/2023,C0938,Doanh nghiệp,Gia đình,Website,Tiền,Đà Nẵng,1,3325000,8%,Hoàn thành,3065000,4.3,Sai
B02698,10/19/2023,12/27/2023,C0939,Gia đình,Ăn uống,Website,Tiền,Hội An,3,2218000,16%,Hoàn thành,5561000,4.4,Sai
B02699,10/20/2023,11/23/2023,C0940,Người đi làm,Gia đình,App điện thoại,Chuyển khoản,Phú Quốc,1,3295000,11%,Hoàn thành,2918000,3.8,Sai
B02700,10/20/2023,12/24/2023,C0660,Khác,Khám phá,Đại lý,Thẻ,TP.HCM,1,5652000,12%,Hoàn thành,4968000,3.7,Đúng
B02701,10/21/2023,10/21/2023,C0583,Gia đình,Gia đình,Đại lý,Thẻ,Nha Trang,1,3803000,8%,Hoàn thành,3510000,3.8,Đúng
B02702,10/21/2023,12/26/2023,C0941,Học sinh,Văn hóa,App điện thoại,Chuyển khoản,Đà Lạt,3,2775000,15%,Hoàn thành,7110000,4.3,Sai
B02703,10/22/2023,11/19/2023,C0019,Doanh nghiệp,Biển,Website,Thẻ,Hạ Long,2,3948000,13%,Hoàn thành,6894000,3.5,Đúng
B02704,10/22/2023,11/28/2023,C0795,Học sinh,Ăn uống,App điện thoại,Chuyển khoản,Hà Nội,2,2053000,6%,Hoàn thành,3870000,4.2,Đúng
B02705,10/23/2023,12/7/2023,C0942,Doanh nghiệp,Gia đình,Website,Thẻ,Nha Trang,2,3884000,7%,Hoàn thành,7202000,3.9,Sai
B02706,10/23/2023,11/21/2023,C0774,Doanh nghiệp,Biển,Website,Thẻ,Hạ Long,1,3702000,9%,Hoàn thành,3375000,4.4,Đúng
B02707,10/24/2023,11/17/2023,C0235,Gia đình,Văn hóa,Website,Chuyển khoản,Hà Nội,3,2526000,13%,Hoàn thành,6586000,4.2,Đúng
B02708,10/25/2023,12/17/2023,C0419,Khác,Biển,Đại lý,Ví điện tử,Khác,2,3687000,11%,Hoàn thành,6592000,4,Đúng
B02709,10/26/2023,12/21/2023,C0639,Doanh nghiệp,Văn hóa,Website,Thẻ,Nha Trang,3,3075000,13%,Hoàn thành,8052000,4.5,Đúng
B02710,10/26/2023,12/1/2023,C0943,Người đi làm,Gia đình,Website,Thẻ,Hội An,2,2941000,8%,Hoàn thành,5423000,3.8,Sai
B02711,10/26/2023,12/8/2023,C0872,Học sinh,Khám phá,Website,Thẻ,Hà Nội,1,4829000,0%,Hoàn thành,4829000,4.5,Đúng
B02712,10/28/2023,12/26/2023,C0919,Gia đình,Khám phá,Website,Thẻ,Đà Nẵng,3,5994000,11%,Hoàn thành,15989000,4.4,Đúng
B02713,10/28/2023,11/19/2023,C0638,Người đi làm,Biển,App điện thoại,Chuyển khoản,Nha Trang,2,4103000,12%,Hoàn thành,7204000,4,Đúng
B02714,10/28/2023,1/9/2024,C0944,Học sinh,Biển,Website,Chuyển khoản,Đà Lạt,2,3185000,11%,Hủy bỏ,0,,Sai
B02715,10/28/2023,12/26/2023,C0945,Người đi làm,Biển,Đại lý,Thẻ,Hội An,3,4631000,11%,Hoàn thành,12424000,4.3,Sai
B02716,10/29/2023,12/4/2023,C0946,Gia đình,Biển,App điện thoại,Phương thức khác,Sa Pa,1,4013000,12%,Hủy bỏ,0,,Sai
B02717,10/29/2023,12/25/2023,C0947,Người đi làm,Văn hóa,Khác,Tiền,TP.HCM,3,2170000,14%,Hoàn thành,5628000,4.3,Sai
B02718,10/30/2023,12/10/2023,C0948,Người đi làm,Gia đình,Website,Chuyển khoản,Phú Quốc,3,3587000,12%,Hoàn thành,9508000,4.4,Sai
B02719,10/30/2023,1/11/2024,C0602,Gia đình,Văn hóa,App điện thoại,Ví điện tử,Hội An,2,2719000,6%,Hoàn thành,5087000,3.4,Đúng
B02720,10/30/2023,12/13/2023,C0949,Người đi làm,Văn hóa,Khác,Thẻ,Nha Trang,3,3160000,21%,Hoàn thành,7477000,4,Sai
B02721,10/31/2023,12/19/2023,C0732,Gia đình,Biển,Website,Chuyển khoản,Sa Pa,2,4278000,14%,Hoàn thành,7388000,4.2,Đúng
B02722,10/31/2023,1/9/2024,C0534,Học sinh,Văn hóa,App điện thoại,Thẻ,Huế,1,2228000,7%,Hoàn thành,2078000,4,Đúng
B02723,10/31/2023,12/24/2023,C0950,Người đi làm,Văn hóa,Website,Tiền,Đà Nẵng,2,2734000,6%,Hủy bỏ,0,,Sai
B02724,11/1/2023,12/24/2023,C0551,Người đi làm,Gia đình,App điện thoại,Ví điện tử,Phú Quốc,1,3709000,14%,Hoàn thành,3198000,5,Đúng
B02725,11/2/2023,12/6/2023,C0916,Học sinh,Gia đình,Website,Ví điện tử,TP.HCM,2,3448000,12%,Hoàn thành,6096000,5,Đúng
B02726,11/2/2023,12/12/2023,C0664,Gia đình,Gia đình,Đại lý,Chuyển khoản,Hạ Long,3,3765000,11%,Hoàn thành,10042000,4.3,Đúng
B02727,11/2/2023,12/2/2023,C0049,Gia đình,Gia đình,Website,Tiền,Phú Quốc,1,3700000,11%,Hoàn thành,3277000,4.8,Đúng
B02728,11/3/2023,1/28/2024,C0951,Gia đình,Biển,Đại lý,Tiền,Sa Pa,2,3786000,0%,Hoàn thành,7572000,4.2,Sai
B02729,11/3/2023,12/19/2023,C0662,Doanh nghiệp,Khám phá,App điện thoại,Ví điện tử,Phú Quốc,1,5947000,14%,Hoàn thành,5141000,4.7,Đúng
B02730,11/4/2023,1/14/2024,C0772,Doanh nghiệp,Biển,Đại lý,Thẻ,Huế,1,3600000,3%,Hoàn thành,3503000,4,Đúng
